"iso_alpha2"	"iso_alpha3"	"iso_numeric"	"fips_code"	"country"	"capital"	"areainsqkm"	"population"	"continent"	"tld"	"currency_code"	"currency_name"	"phone"	"postal"	"postalregex"	"languages"	"geonameid"	"neighbours"	"equivalent_fips_code"
"US"	"USA"	840	"US"	"United States"	"Washington"	9629091	310232863	"NA"	".us       "	"USD"	"Dollar         "	"1"	"#####-####"	"^d{5}(-d{4})?$"	"en-US,es-US,haw,fr"	6252001	"CA,MX,CU"	""
