http://dig.isi.edu/ht/data/page/17558121376675365BFE46A302721B93034D18F6/1405919018000/processed	http://dig.isi.edu/ht/data/page/6EF4A411EBBF88D3483D5C475E0C6BF465272B90/1406301114000/processed	0.99
http://dig.isi.edu/ht/data/page/000031B23F2E7039AA44F135333FB5CC472BB6F5/1407033460000/processed	http://dig.isi.edu/ht/data/page/97E0EFD434F9AE423F1DED860B5C06B2E25DDA32/1410323695000/processed	0.96
http://dig.isi.edu/ht/data/page/000031B23F2E7039AA44F135333FB5CC472BB6F5/1407033460000/processed	http://dig.isi.edu/ht/data/page/B22CCC6357EA558196F0B5FC2F46F9E00C5C3F74/1407379235000/processed	0.87
http://dig.isi.edu/ht/data/page/000E0441E8E9E3A337939663F72E9856173D3F21/1399359591000/processed	http://dig.isi.edu/ht/data/page/3CEBEA6CDC8045E58C593282E15B4FB032CFCA42/1400637917000/processed	0.8
http://dig.isi.edu/ht/data/page/000E0441E8E9E3A337939663F72E9856173D3F21/1399359591000/processed	http://dig.isi.edu/ht/data/page/AD1735F26E5E7F2C9516D60F4ED1242FFDD05648/1396774278000/processed	0.9
http://dig.isi.edu/ht/data/page/000E0441E8E9E3A337939663F72E9856173D3F21/1399359591000/processed	http://dig.isi.edu/ht/data/page/BB028F413D611C45ADF5C78BDBF24A66B847A44A/1401319462000/processed	0.86
http://dig.isi.edu/ht/data/page/000E0441E8E9E3A337939663F72E9856173D3F21/1399359591000/processed	http://dig.isi.edu/ht/data/page/E986E7F3BF6894161737BFD618645FDD99EB8072/1400637927000/processed	0.85
http://dig.isi.edu/ht/data/page/001456F12DA2C4D806DAA84123E544B29239700D/1409268668000/processed	http://dig.isi.edu/ht/data/page/126CCC3E11ED96F3651DE59040E25662C6FB57E5/1408565661000/processed	0.82
http://dig.isi.edu/ht/data/page/0028ADE497A3B8561B07F2DB5F392BBA7048D2A8/1416401044000/processed	http://dig.isi.edu/ht/data/page/CBE6D81D8A1C98F945C486F169E4FB5138A23598/1407516879000/processed	0.68
http://dig.isi.edu/ht/data/page/0028ADE497A3B8561B07F2DB5F392BBA7048D2A8/1416401044000/processed	http://dig.isi.edu/ht/data/page/D3F4F2A0294B1023B2A04341FC1C30D6D3476401/1401644129000/processed	0.78
http://dig.isi.edu/ht/data/page/00291FF408771A25712482EB91632883198466B5/1396838813000/processed	http://dig.isi.edu/ht/data/page/117603E276C35B38EC495565F3489EBC7DE42854/1396853794000/processed	1.0
http://dig.isi.edu/ht/data/page/00291FF408771A25712482EB91632883198466B5/1396838813000/processed	http://dig.isi.edu/ht/data/page/3397F2F7C1375B9EF5C551CAF3934C6D263F931E/1400801070000/processed	0.92
http://dig.isi.edu/ht/data/page/00291FF408771A25712482EB91632883198466B5/1396838813000/processed	http://dig.isi.edu/ht/data/page/408BD3D8274346357364B6758CDC5048BE8002C6/1401694162000/processed	0.94
http://dig.isi.edu/ht/data/page/00291FF408771A25712482EB91632883198466B5/1396838813000/processed	http://dig.isi.edu/ht/data/page/4E1FD34FE543478B5BA9FBC9D1BF9D20FE6C9138/1400653172000/processed	1.0
http://dig.isi.edu/ht/data/page/00291FF408771A25712482EB91632883198466B5/1396838813000/processed	http://dig.isi.edu/ht/data/page/6754D06093C84DD3954FC00647F23644CFC99CF3/1400922267000/processed	1.0
http://dig.isi.edu/ht/data/page/00291FF408771A25712482EB91632883198466B5/1396838813000/processed	http://dig.isi.edu/ht/data/page/842CDEA3F09852611B65517F24D371070729D73C/1411883917000/processed	0.97
http://dig.isi.edu/ht/data/page/00291FF408771A25712482EB91632883198466B5/1396838813000/processed	http://dig.isi.edu/ht/data/page/9440DFDDE9AA142725520D015E7D9141506035C1/1408855694000/processed	0.97
http://dig.isi.edu/ht/data/page/00291FF408771A25712482EB91632883198466B5/1396838813000/processed	http://dig.isi.edu/ht/data/page/E2157C8F13C4F44C79F5FA9AC61BBEA80C760658/1400847879000/processed	0.94
http://dig.isi.edu/ht/data/page/00291FF408771A25712482EB91632883198466B5/1396838813000/processed	http://dig.isi.edu/ht/data/page/F3313F6E49F3BBC08229B64313E8F101770FDBF5/1398542113000/processed	0.94
http://dig.isi.edu/ht/data/page/002DD2408B28BA2925DFBB6C2EDF9C0557A8505C/1406553970000/processed	http://dig.isi.edu/ht/data/page/1DE0D27AA5ED8FB594A6E0D507FE06AF597B44CB/1406990141000/processed	0.74
